ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
06A,"Kizhuyak, AK",A43,"Kodiak Island, AK"
09A,"Homer, AK",ADQ,"Kodiak, AK"
1G4,"Peach Springs, AZ",BLD,"Boulder City, NV"
1G4,"Peach Springs, AZ",BLD,"Boulder City, NV"
2AK,"Deer Park, AK",PTD,"Port Alexander, AK"
2NC,"Asheboro, NC",MXE,"Maxton, NC"
2NC,"Asheboro, NC",FLL,"Fort Lauderdale, FL"
7AK,"Akun, AK",DUT,"Unalaska, AK"
7AK,"Akun, AK",KQA,"Akutan, AK"
7AK,"Akun, AK",DUT,"Unalaska, AK"
7AK,"Akun, AK",CDB,"Cold Bay, AK"
7AK,"Akun, AK",SDP,"Sandpoint, AK"
A1K,"Deadhorse1, AK",SCC,"Deadhorse, AK"
A27,"Pogo Mines, AK",FAI,"Fairbanks, AK"
A43,"Kodiak Island, AK",KKB,"Kitoi Bay, AK"
A43,"Kodiak Island, AK",DGB,"Danger Bay, AK"
A43,"Kodiak Island, AK",BFB,"Blue Fox Bay, AK"
A43,"Kodiak Island, AK",KZB,"Zachar Bay, AK"
A43,"Kodiak Island, AK",AOS,"Amook Bay, AK"
A43,"Kodiak Island, AK",UGI,"Uganik, AK"
A43,"Kodiak Island, AK",EHR,"Eagle Harbor, AK"
A43,"Kodiak Island, AK",KPY,"Port Bailey, AK"
A43,"Kodiak Island, AK",KPY,"Port Bailey, AK"
A43,"Kodiak Island, AK",KPR,"Port Williams, AK"
A43,"Kodiak Island, AK",AOS,"Amook Bay, AK"
A43,"Kodiak Island, AK",KKB,"Kitoi Bay, AK"
A43,"Kodiak Island, AK",KZB,"Zachar Bay, AK"
A43,"Kodiak Island, AK",06A,"Kizhuyak, AK"
ABE,"Allentown/Bethlehem/Easton, PA",DTW,"Detroit, MI"
ABE,"Allentown/Bethlehem/Easton, PA",ATL,"Atlanta, GA"
ABE,"Allentown/Bethlehem/Easton, PA",DTW,"Detroit, MI"
ABE,"Allentown/Bethlehem/Easton, PA",ATL,"Atlanta, GA"
ABE,"Allentown/Bethlehem/Easton, PA",CVG,"Cincinnati, OH"
ABE,"Allentown/Bethlehem/Easton, PA",SMF,"Sacramento, CA"
ABE,"Allentown/Bethlehem/Easton, PA",ILN,"Wilmington, OH"
ABE,"Allentown/Bethlehem/Easton, PA",SBD,"San Bernardino, CA"
ABE,"Allentown/Bethlehem/Easton, PA",EWR,"Newark, NJ"
ABE,"Allentown/Bethlehem/Easton, PA",ORD,"Chicago, IL"
ABE,"Allentown/Bethlehem/Easton, PA",IAD,"Washington, DC"
ABE,"Allentown/Bethlehem/Easton, PA",ORD,"Chicago, IL"
ABE,"Allentown/Bethlehem/Easton, PA",SFB,"Sanford, FL"
ABE,"Allentown/Bethlehem/Easton, PA",PIE,"St. Petersburg, FL"
ABE,"Allentown/Bethlehem/Easton, PA",FLL,"Fort Lauderdale, FL"
ABE,"Allentown/Bethlehem/Easton, PA",SRQ,"Sarasota/Bradenton, FL"
ABE,"Allentown/Bethlehem/Easton, PA",PGD,"Punta Gorda, FL"
ABE,"Allentown/Bethlehem/Easton, PA",ORD,"Chicago, IL"
ABE,"Allentown/Bethlehem/Easton, PA",CVG,"Cincinnati, OH"
ABE,"Allentown/Bethlehem/Easton, PA",AFW,"Dallas/Fort Worth, TX"
ABE,"Allentown/Bethlehem/Easton, PA",SBD,"San Bernardino, CA"
ABE,"Allentown/Bethlehem/Easton, PA",MYR,"Myrtle Beach, SC"
ABE,"Allentown/Bethlehem/Easton, PA",MEM,"Memphis, TN"
ABE,"Allentown/Bethlehem/Easton, PA",IND,"Indianapolis, IN"
ABE,"Allentown/Bethlehem/Easton, PA",BWI,"Baltimore, MD"
ABE,"Allentown/Bethlehem/Easton, PA",IFP,"Bullhead City, AZ"
ABE,"Allentown/Bethlehem/Easton, PA",MIA,"Miami, FL"
ABE,"Allentown/Bethlehem/Easton, PA",SYR,"Syracuse, NY"
ABE,"Allentown/Bethlehem/Easton, PA",ORD,"Chicago, IL"
ABE,"Allentown/Bethlehem/Easton, PA",HPN,"White Plains, NY"
ABE,"Allentown/Bethlehem/Easton, PA",CLT,"Charlotte, NC"
ABE,"Allentown/Bethlehem/Easton, PA",CLT,"Charlotte, NC"
ABE,"Allentown/Bethlehem/Easton, PA",LGA,"New York, NY"
ABE,"Allentown/Bethlehem/Easton, PA",LAL,"Lakeland, FL"
ABI,"Abilene, TX",DFW,"Dallas/Fort Worth, TX"
ABI,"Abilene, TX",DFW,"Dallas/Fort Worth, TX"
ABI,"Abilene, TX",LBB,"Lubbock, TX"
ABI,"Abilene, TX",AZA,"Phoenix, AZ"
ABI,"Abilene, TX",SJT,"San Angelo, TX"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABL,"Ambler, AK",SHG,"Shungnak, AK"
ABL,"Ambler, AK",ORV,"Noorvik, AK"
ABL,"Ambler, AK",OBU,"Kobuk, AK"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABL,"Ambler, AK",RDB,"Red Dog, AK"
ABL,"Ambler, AK",SHG,"Shungnak, AK"
ABL,"Ambler, AK",ORV,"Noorvik, AK"
ABL,"Ambler, AK",IAN,"Kiana, AK"
ABL,"Ambler, AK",OBU,"Kobuk, AK"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABL,"Ambler, AK",IAN,"Kiana, AK"
ABL,"Ambler, AK",ORV,"Noorvik, AK"
ABQ,"Albuquerque, NM",OAK,"Oakland, CA"
ABQ,"Albuquerque, NM",SEA,"Seattle, WA"
ABQ,"Albuquerque, NM",SEA,"Seattle, WA"
ABQ,"Albuquerque, NM",SEA,"Seattle, WA"
ABQ,"Albuquerque, NM",PDX,"Portland, OR"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",OAK,"Oakland, CA"
ABQ,"Albuquerque, NM",SAN,"San Diego, CA"
ABQ,"Albuquerque, NM",BWI,"Baltimore, MD"
ABQ,"Albuquerque, NM",MSP,"Minneapolis, MN"
ABQ,"Albuquerque, NM",DAL,"Dallas, TX"
ABQ,"Albuquerque, NM",HOU,"Houston, TX"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",BUR,"Burbank, CA"
ABQ,"Albuquerque, NM",AUS,"Austin, TX"
ABQ,"Albuquerque, NM",MDW,"Chicago, IL"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",HOU,"Houston, TX"
ABQ,"Albuquerque, NM",BUR,"Burbank, CA"
ABQ,"Albuquerque, NM",MDW,"Chicago, IL"
ABQ,"Albuquerque, NM",BFI,"Seattle, WA"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",AFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",PGA,"Page, AZ"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",AUS,"Austin, TX"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",ONT,"Ontario, CA"
ABQ,"Albuquerque, NM",ELP,"El Paso, TX"
ABQ,"Albuquerque, NM",OAK,"Oakland, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",SDF,"Louisville, KY"
ABQ,"Albuquerque, NM",ONT,"Ontario, CA"
ABQ,"Albuquerque, NM",SLC,"Salt Lake City, UT"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",SDF,"Louisville, KY"
ABQ,"Albuquerque, NM",ONT,"Ontario, CA"
ABQ,"Albuquerque, NM",ELP,"El Paso, TX"
ABQ,"Albuquerque, NM",SDF,"Louisville, KY"
ABQ,"Albuquerque, NM",MEM,"Memphis, TN"
ABQ,"Albuquerque, NM",FMN,"Farmington, NM"
ABQ,"Albuquerque, NM",GUP,"Gallup, NM"
ABQ,"Albuquerque, NM",DRO,"Durango, CO"
ABQ,"Albuquerque, NM",LBB,"Lubbock, TX"
ABQ,"Albuquerque, NM",MEM,"Memphis, TN"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",RNO,"Reno, NV"
ABQ,"Albuquerque, NM",AMA,"Amarillo, TX"
ABQ,"Albuquerque, NM",CNM,"Carlsbad, NM"
ABQ,"Albuquerque, NM",ATL,"Atlanta, GA"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",SAN,"San Diego, CA"
ABQ,"Albuquerque, NM",HOU,"Houston, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",AUS,"Austin, TX"
ABQ,"Albuquerque, NM",MDW,"Chicago, IL"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",JFK,"New York, NY"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",SLC,"Salt Lake City, UT"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",COS,"Colorado Springs, CO"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",SFO,"San Francisco, CA"
ABQ,"Albuquerque, NM",ROW,"Roswell, NM"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",SVC,"Silver City/Hurley, NM"
ABR,"Aberdeen, SD",FSD,"Sioux Falls, SD"
ABR,"Aberdeen, SD",MSP,"Minneapolis, MN"
ABY,"Albany, GA",ATL,"Atlanta, GA"
ABY,"Albany, GA",ATL,"Atlanta, GA"
ABY,"Albany, GA",ONT,"Ontario, CA"
ABY,"Albany, GA",PHL,"Philadelphia, PA"
ABY,"Albany, GA",PNS,"Pensacola, FL"
ABY,"Albany, GA",MCO,"Orlando, FL"
ABY,"Albany, GA",SDF,"Louisville, KY"
ABY,"Albany, GA",MSY,"New Orleans, LA"
ABY,"Albany, GA",PNS,"Pensacola, FL"
ABY,"Albany, GA",PBI,"West Palm Beach/Palm Beach, FL"
ABY,"Albany, GA",SDF,"Louisville, KY"
ABY,"Albany, GA",TLH,"Tallahassee, FL"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",TEB,"Teterboro, NJ"
ACK,"Nantucket, MA",HYA,"Hyannis, MA"
ACK,"Nantucket, MA",MVY,"Martha's Vineyard, MA"
ACK,"Nantucket, MA",EWB,"New Bedford/Fall River, MA"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",BOS,"Boston, MA"
ACK,"Nantucket, MA",JFK,"New York, NY"
ACK,"Nantucket, MA",HYA,"Hyannis, MA"
ACK,"Nantucket, MA",MVY,"Martha's Vineyard, MA"
ACK,"Nantucket, MA",PVD,"Providence, RI"
ACK,"Nantucket, MA",OWD,"Norwood, MA"
ACK,"Nantucket, MA",EWB,"New Bedford/Fall River, MA"
ACK,"Nantucket, MA",PVD,"Providence, RI"
ACK,"Nantucket, MA",LNS,"Lancaster, PA"
ACT,"Waco, TX",DFW,"Dallas/Fort Worth, TX"
ACT,"Waco, TX",DFW,"Dallas/Fort Worth, TX"
ACT,"Waco, TX",MHK,"Manhattan/Ft. Riley, KS"
ACT,"Waco, TX",LBB,"Lubbock, TX"
ACT,"Waco, TX",SWO,"Stillwater, OK"
ACT,"Waco, TX",DSM,"Des Moines, IA"
ACT,"Waco, TX",STL,"St. Louis, MO"
ACT,"Waco, TX",FOE,"Topeka, KS"
ACV,"Arcata/Eureka, CA",SMF,"Sacramento, CA"
ACV,"Arcata/Eureka, CA",UKI,"Ukiah, CA"
ACV,"Arcata/Eureka, CA",SMF,"Sacramento, CA"
ACV,"Arcata/Eureka, CA",DEN,"Denver, CO"
ACV,"Arcata/Eureka, CA",LAX,"Los Angeles, CA"
ACV,"Arcata/Eureka, CA",SFO,"San Francisco, CA"
ACV,"Arcata/Eureka, CA",DEN,"Denver, CO"
ACV,"Arcata/Eureka, CA",PHX,"Phoenix, AZ"
ACV,"Arcata/Eureka, CA",SFO,"San Francisco, CA"
ACV,"Arcata/Eureka, CA",MFR,"Medford, OR"
ACV,"Arcata/Eureka, CA",RNO,"Reno, NV"
ACV,"Arcata/Eureka, CA",LAS,"Las Vegas, NV"
ACV,"Arcata/Eureka, CA",BUR,"Burbank, CA"
ACY,"Atlantic City, NJ",APF,"Naples, FL"
ACY,"Atlantic City, NJ",BDL,"Hartford, CT"
ACY,"Atlantic City, NJ",LGA,"New York, NY"
ACY,"Atlantic City, NJ",FRG,"East Farmingdale, NY"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",HPN,"White Plains, NY"
ACY,"Atlantic City, NJ",MDW,"Chicago, IL"
ACY,"Atlantic City, NJ",SHV,"Shreveport, LA"
ACY,"Atlantic City, NJ",RWI,"Rocky Mount, NC"
ACY,"Atlantic City, NJ",TXK,"Texarkana, AR"
ACY,"Atlantic City, NJ",CLE,"Cleveland, OH"
ACY,"Atlantic City, NJ",DTW,"Detroit, MI"
ACY,"Atlantic City, NJ",BUF,"Buffalo, NY"
ACY,"Atlantic City, NJ",CMH,"Columbus, OH"
ACY,"Atlantic City, NJ",GSO,"Greensboro/High Point, NC"
ACY,"Atlantic City, NJ",MDT,"Harrisburg, PA"
ACY,"Atlantic City, NJ",AVL,"Asheville, NC"
ACY,"Atlantic City, NJ",LBE,"Latrobe, PA"
ACY,"Atlantic City, NJ",CLT,"Charlotte, NC"
ACY,"Atlantic City, NJ",SFB,"Sanford, FL"
ACY,"Atlantic City, NJ",FAY,"Fayetteville, NC"
ACY,"Atlantic City, NJ",PIT,"Pittsburgh, PA"
ACY,"Atlantic City, NJ",BDL,"Hartford, CT"
ACY,"Atlantic City, NJ",BOS,"Boston, MA"
ACY,"Atlantic City, NJ",BFM,"Mobile, AL"
ACY,"Atlantic City, NJ",MHT,"Manchester, NH"
ACY,"Atlantic City, NJ",RIC,"Richmond, VA"
ACY,"Atlantic City, NJ",GPT,"Gulfport/Biloxi, MS"
ACY,"Atlantic City, NJ",MIA,"Miami, FL"
ACY,"Atlantic City, NJ",TPA,"Tampa, FL"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",SJU,"San Juan, PR"
ACY,"Atlantic City, NJ",RSW,"Fort Myers, FL"
ACY,"Atlantic City, NJ",MCO,"Orlando, FL"
ACY,"Atlantic City, NJ",PBI,"West Palm Beach/Palm Beach, FL"
ACY,"Atlantic City, NJ",TPA,"Tampa, FL"
ACY,"Atlantic City, NJ",MYR,"Myrtle Beach, SC"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",RSW,"Fort Myers, FL"
ACY,"Atlantic City, NJ",PBI,"West Palm Beach/Palm Beach, FL"
ACY,"Atlantic City, NJ",MCO,"Orlando, FL"
ACY,"Atlantic City, NJ",FRG,"East Farmingdale, NY"
ACY,"Atlantic City, NJ",TPA,"Tampa, FL"
ACY,"Atlantic City, NJ",MYR,"Myrtle Beach, SC"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",RSW,"Fort Myers, FL"
ACY,"Atlantic City, NJ",PBI,"West Palm Beach/Palm Beach, FL"
ACY,"Atlantic City, NJ",DTW,"Detroit, MI"
ACY,"Atlantic City, NJ",STL,"St. Louis, MO"
ACY,"Atlantic City, NJ",GSO,"Greensboro/High Point, NC"
ACY,"Atlantic City, NJ",CAK,"Akron, OH"
ACY,"Atlantic City, NJ",MSP,"Minneapolis, MN"
ACY,"Atlantic City, NJ",ORF,"Norfolk, VA"
ACY,"Atlantic City, NJ",SFB,"Sanford, FL"
ACY,"Atlantic City, NJ",MEM,"Memphis, TN"
ACY,"Atlantic City, NJ",HOU,"Houston, TX"
ACY,"Atlantic City, NJ",PIE,"St. Petersburg, FL"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",MDW,"Chicago, IL"
ACY,"Atlantic City, NJ",SRQ,"Sarasota/Bradenton, FL"
ACY,"Atlantic City, NJ",PBI,"West Palm Beach/Palm Beach, FL"
ACY,"Atlantic City, NJ",EGE,"Eagle, CO"
ADK,"Adak Island, AK",ANC,"Anchorage, AK"
ADM,"Ardmore, OK",VNY,"Van Nuys, CA"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ILI,"Iliamna, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",BET,"Bethel, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",KOZ,"Ouzinkie, AK"
ADQ,"Kodiak, AK",KYK,"Karluk, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",ADQ,"Kodiak, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",KOZ,"Ouzinkie, AK"
ADQ,"Kodiak, AK",KYK,"Karluk, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",DGB,"Danger Bay, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",DGB,"Danger Bay, AK"
ADQ,"Kodiak, AK",09A,"Homer, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",KOZ,"Ouzinkie, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADS,"Dallas, TX",TEB,"Teterboro, NJ"
ADS,"Dallas, TX",JAX,"Jacksonville, FL"
ADS,"Dallas, TX",CLL,"College Station/Bryan, TX"
ADS,"Dallas, TX",LEX,"Lexington, KY"
ADS,"Dallas, TX",ELP,"El Paso, TX"
ADS,"Dallas, TX",LRD,"Laredo, TX"
ADS,"Dallas, TX",SDM,"San Diego, CA"
ADS,"Dallas, TX",CNO,"Chino, CA"
ADS,"Dallas, TX",MFE,"Mission/McAllen/Edinburg, TX"
ADS,"Dallas, TX",JAC,"Jackson, WY"
AET,"Allakaket, AK",FAI,"Fairbanks, AK"
AET,"Allakaket, AK",FAI,"Fairbanks, AK"
AET,"Allakaket, AK",FAI,"Fairbanks, AK"
AET,"Allakaket, AK",AKP,"Anaktuvuk Pass, AK"
AET,"Allakaket, AK",HUS,"Hughes, AK"
AET,"Allakaket, AK",BTT,"Bettles, AK"
AET,"Allakaket, AK",FAI,"Fairbanks, AK"
AET,"Allakaket, AK",ANC,"Anchorage, AK"
AEX,"Alexandria, LA",ATL,"Atlanta, GA"
AEX,"Alexandria, LA",ATL,"Atlanta, GA"
AEX,"Alexandria, LA",ATL,"Atlanta, GA"
AEX,"Alexandria, LA",SAT,"San Antonio, TX"
AEX,"Alexandria, LA",DQK,"Fort Drum, NY"
AEX,"Alexandria, LA",DFW,"Dallas/Fort Worth, TX"
AEX,"Alexandria, LA",AZA,"Phoenix, AZ"
AEX,"Alexandria, LA",HRL,"Harlingen/San Benito, TX"
AEX,"Alexandria, LA",ELP,"El Paso, TX"
AEX,"Alexandria, LA",BRO,"Brownsville, TX"
AEX,"Alexandria, LA",AZA,"Phoenix, AZ"
AEX,"Alexandria, LA",SJU,"San Juan, PR"
AEX,"Alexandria, LA",HRL,"Harlingen/San Benito, TX"
AEX,"Alexandria, LA",MIA,"Miami, FL"
AEX,"Alexandria, LA",SAT,"San Antonio, TX"
AEX,"Alexandria, LA",CSG,"Columbus, GA"
AEX,"Alexandria, LA",ELP,"El Paso, TX"
AEX,"Alexandria, LA",SAN,"San Diego, CA"
AEX,"Alexandria, LA",MDT,"Harrisburg, PA"
AEX,"Alexandria, LA",BTR,"Baton Rouge, LA"
AEX,"Alexandria, LA",AZA,"Phoenix, AZ"
AEX,"Alexandria, LA",FYV,"Fayetteville, AR"
AEX,"Alexandria, LA",LEX,"Lexington, KY"
AEX,"Alexandria, LA",FRG,"East Farmingdale, NY"
AEX,"Alexandria, LA",BED,"Bedford, MA"
AEX,"Alexandria, LA",SDF,"Louisville, KY"
AEX,"Alexandria, LA",HRL,"Harlingen/San Benito, TX"
AEX,"Alexandria, LA",YUM,"Yuma, AZ"
AEX,"Alexandria, LA",TUP,"Tupelo, MS"
AEX,"Alexandria, LA",CLT,"Charlotte, NC"
AEX,"Alexandria, LA",CLT,"Charlotte, NC"
AEX,"Alexandria, LA",IAH,"Houston, TX"
AEX,"Alexandria, LA",BTR,"Baton Rouge, LA"
AFW,"Dallas/Fort Worth, TX",ABQ,"Albuquerque, NM"
AFW,"Dallas/Fort Worth, TX",DSM,"Des Moines, IA"
AFW,"Dallas/Fort Worth, TX",LRD,"Laredo, TX"
AFW,"Dallas/Fort Worth, TX",OAK,"Oakland, CA"
AFW,"Dallas/Fort Worth, TX",DRT,"Del Rio, TX"
AFW,"Dallas/Fort Worth, TX",RME,"Rome, NY"
AFW,"Dallas/Fort Worth, TX",VNY,"Van Nuys, CA"
AFW,"Dallas/Fort Worth, TX",JAC,"Jackson, WY"
AFW,"Dallas/Fort Worth, TX",TMB,"Miami, FL"
AFW,"Dallas/Fort Worth, TX",IAH,"Houston, TX"
AFW,"Dallas/Fort Worth, TX",TOL,"Toledo, OH"
AFW,"Dallas/Fort Worth, TX",ABE,"Allentown/Bethlehem/Easton, PA"
AFW,"Dallas/Fort Worth, TX",MSP,"Minneapolis, MN"
AFW,"Dallas/Fort Worth, TX",BDL,"Hartford, CT"
AFW,"Dallas/Fort Worth, TX",PHX,"Phoenix, AZ"
AFW,"Dallas/Fort Worth, TX",JFK,"New York, NY"
AFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL"
AFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL"
AFW,"Dallas/Fort Worth, TX",ONT,"Ontario, CA"
AFW,"Dallas/Fort Worth, TX",IAH,"Houston, TX"
AFW,"Dallas/Fort Worth, TX",ELP,"El Paso, TX"
AFW,"Dallas/Fort Worth, TX",OAK,"Oakland, CA"
AFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN"
AFW,"Dallas/Fort Worth, TX",IND,"Indianapolis, IN"
AFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA"
AFW,"Dallas/Fort Worth, TX",LAX,"Los Angeles, CA"
AFW,"Dallas/Fort Worth, TX",LBB,"Lubbock, TX"
AFW,"Dallas/Fort Worth, TX",AUS,"Austin, TX"
AFW,"Dallas/Fort Worth, TX",ICT,"Wichita, KS"
AFW,"Dallas/Fort Worth, TX",SLC,"Salt Lake City, UT"
AFW,"Dallas/Fort Worth, TX",MSP,"Minneapolis, MN"
AFW,"Dallas/Fort Worth, TX",IND,"Indianapolis, IN"
AFW,"Dallas/Fort Worth, TX",TUL,"Tulsa, OK"
AFW,"Dallas/Fort Worth, TX",PHX,"Phoenix, AZ"
AFW,"Dallas/Fort Worth, TX",MCI,"Kansas City, MO"
AFW,"Dallas/Fort Worth, TX",SAT,"San Antonio, TX"
AFW,"Dallas/Fort Worth, TX",EWR,"Newark, NJ"
AFW,"Dallas/Fort Worth, TX",ELP,"El Paso, TX"
AFW,"Dallas/Fort Worth, TX",OAK,"Oakland, CA"
AFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN"
AFW,"Dallas/Fort Worth, TX",IND,"Indianapolis, IN"
AFW,"Dallas/Fort Worth, TX",PHL,"Philadelphia, PA"
AFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA"
AFW,"Dallas/Fort Worth, TX",LAX,"Los Angeles, CA"
AFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN"
AFW,"Dallas/Fort Worth, TX",ANC,"Anchorage, AK"
AFW,"Dallas/Fort Worth, TX",LBB,"Lubbock, TX"
AFW,"Dallas/Fort Worth, TX",MAF,"Midland/Odessa, TX"
AFW,"Dallas/Fort Worth, TX",ICT,"Wichita, KS"
AFW,"Dallas/Fort Worth, TX",SHV,"Shreveport, LA"
AFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN"
AFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL"
AFW,"Dallas/Fort Worth, TX",ELP,"El Paso, TX"
AFW,"Dallas/Fort Worth, TX",SFO,"San Francisco, CA"
AFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL"
AFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL"
AFW,"Dallas/Fort Worth, TX",AFW,"Dallas/Fort Worth, TX"
AFW,"Dallas/Fort Worth, TX",BNA,"Nashville, TN"
AFW,"Dallas/Fort Worth, TX",TPA,"Tampa, FL"
AFW,"Dallas/Fort Worth, TX",ONT,"Ontario, CA"
